cl_name	gene_callers_id	contig	gene_x_contig	cl_size	category	pfam	is.HQ	is.LS	lowest_rank	lowest_level	niche_breadth_sign	is.singleton	ground_coverage
28524134	18	Day17a_QCcontig1	1051	3579	K	MMR_HSR1|MMR_HSR1	TRUE	FALSE	NA	NA	Broad	FALSE	0.0113580593143098
37929110	19	Day17a_QCcontig1	1051	23	K	CRS1_YhbY	FALSE	FALSE	NA	NA	NA	FALSE	0.000163593446913926
36077241	20	Day17a_QCcontig1	1051	21	K	CTP_transf_like	FALSE	FALSE	NA	NA	NA	FALSE	0.000257075416579027
31527220	21	Day17a_QCcontig1	1051	5141	K	HD	FALSE	FALSE	NA	NA	Broad	FALSE	0.00687092477038491
15343876	22	Day17a_QCcontig1	1051	4	DISC	NA	FALSE	FALSE	NA	NA	NA	FALSE	NA
10970139	23	Day17a_QCcontig1	1051	5324	K	Methyltransf_25	TRUE	FALSE	NA	NA	Broad	FALSE	0.0144195938208418
37936808	24	Day17a_QCcontig1	1051	15	K	HIGH_NTase1	FALSE	FALSE	NA	NA	NA	FALSE	0.00237216657880865
1189829	25	Day17a_QCcontig1	1051	6629	K	Transcrip_reg	FALSE	FALSE	NA	NA	Broad	FALSE	0.0308023090046507
36237830	26	Day17a_QCcontig1	1051	3	GU	NA	FALSE	TRUE	Enterococcus faecalis	Species	NA	FALSE	2.33704924162752e-05
37042715	27	Day17a_QCcontig1	1051	159	K	Glyco_hydro_18	FALSE	FALSE	NA	NA	NA	FALSE	NA
38388566	28	Day17a_QCcontig1	1051	25	GU	NA	FALSE	FALSE	NA	NA	NA	FALSE	0.000327186893827853
14382276	29	Day17a_QCcontig1	1051	2541	K	Adenyl_transf	FALSE	FALSE	NA	NA	Broad	FALSE	0.0101427937086634
37246041	30	Day17a_QCcontig1	1051	46	K	YkuD	FALSE	FALSE	NA	NA	NA	FALSE	NA
6963246	31	Day17a_QCcontig1	1051	168315	DISC	NA	FALSE	FALSE	NA	NA	NA	FALSE	0.332894043226147
37451518	32	Day17a_QCcontig1	1051	71	K	HATPase_c|HisKA	FALSE	FALSE	NA	NA	NA	FALSE	0.00724828676858197
40432956	33	Day17a_QCcontig1	1051	1	K	NA	FALSE	FALSE	NA	NA	NA	TRUE	NA
39277348	34	Day17a_QCcontig1	1051	21	K	Tautomerase	FALSE	FALSE	NA	NA	NA	FALSE	0.000701114772488256
2918561	35	Day17a_QCcontig1	1051	3657	K	HGTP_anticodon|tRNA_SAD|tRNA-synt_2b	FALSE	FALSE	NA	NA	Broad	FALSE	0.0216878169623034
13044398	36	Day17a_QCcontig1	1051	3500	K	PBP_dimer|Transpeptidase	TRUE	FALSE	NA	NA	Broad	FALSE	0.00953516090584029
10705671	37	Day17a_QCcontig1	1051	3689	K	Ribosomal_L33	FALSE	FALSE	NA	NA	Broad	FALSE	0.0141157774194302
36080666	38	Day17a_QCcontig1	1051	62	GU	NA	FALSE	FALSE	NA	NA	NA	FALSE	NA
38132168	39	Day17a_QCcontig1	1051	30	K	ArAE_1	FALSE	FALSE	NA	NA	NA	FALSE	0.000888078711818458
38070626	40	Day17a_QCcontig1	1051	13	GU	NA	FALSE	FALSE	NA	NA	NA	FALSE	0.000210334431746477
37932868	41	Day17a_QCcontig1	1051	14	GU	NA	FALSE	FALSE	NA	NA	NA	FALSE	NA
5210028	42	Day17a_QCcontig1	1051	44	DISC	NA	FALSE	FALSE	NA	NA	NA	FALSE	NA
39164908	43	Day17a_QCcontig1	1051	131	K	Peptidase_S9	FALSE	FALSE	NA	NA	NA	FALSE	0.00142560003739279
15476369	44	Day17a_QCcontig1	1051	2754	K	5-FTHF_cyc-lig	FALSE	FALSE	NA	NA	Broad	FALSE	0.00703451821729884
29472447	45	Day17a_QCcontig1	1051	685	K	Rhomboid	TRUE	TRUE	Methanopyrus kandleri	Species	NA	FALSE	0.00376264927902031
37936696	46	Day17a_QCcontig1	1051	5	GU	NA	FALSE	FALSE	NA	NA	NA	FALSE	NA
12453346	47	Day17a_QCcontig1	1051	3064	K	HisKA|ROK	TRUE	FALSE	NA	NA	Broad	FALSE	0.0186029119633551
16274044	48	Day17a_QCcontig1	1051	2008	K	Rhodanese	FALSE	FALSE	NA	NA	NA	FALSE	0.00600621655098273
32902789	49	Day17a_QCcontig1	1051	27	GU	NA	FALSE	FALSE	NA	NA	NA	FALSE	0.00130874757531141
36590715	50	Day17a_QCcontig1	1051	185	K	NAD_binding_9	FALSE	FALSE	NA	NA	NA	FALSE	NA
38534156	51	Day17a_QCcontig1	1051	43	GU	NA	FALSE	FALSE	NA	NA	NA	FALSE	0.000373927878660403
40433063	52	Day17a_QCcontig1	1051	1	K	NA	FALSE	FALSE	NA	NA	NA	TRUE	NA
34239347	53	Day17a_QCcontig1	1051	6	KWP	NA	FALSE	FALSE	NA	NA	NA	FALSE	0.00053752132557433
38820750	54	Day17a_QCcontig1	1051	11	DISC	NA	FALSE	FALSE	NA	NA	NA	FALSE	NA
38997086	55	Day17a_QCcontig1	1051	293	K	DNA_pol3_delta2|DNA_pol3_gamma3	FALSE	FALSE	NA	NA	NA	FALSE	0.00481432143775269
38592526	56	Day17a_QCcontig1	1051	127	K	YbaB_DNA_bd	FALSE	FALSE	NA	NA	NA	FALSE	0.000654373787655706
36986316	57	Day17a_QCcontig1	1051	822	K	ThiW	FALSE	FALSE	NA	NA	NA	FALSE	0.0299156562994201
29689234	58	Day17a_QCcontig1	1051	1099	K	HK	TRUE	FALSE	NA	NA	Broad	FALSE	0.00415994765009699
36461947	59	Day17a_QCcontig1	1051	86	K	TMP-TENI	FALSE	TRUE	Ferroplasma acidarmanus	Species	NA	FALSE	0.0201634159198735
6831135	60	Day17a_QCcontig1	1051	29675	K	DAGK_cat|Phos_pyr_kin	TRUE	FALSE	NA	NA	Broad	FALSE	0.103110612540606
26135987	61	Day17a_QCcontig1	1051	1634	K	HxlR	TRUE	FALSE	NA	NA	NA	FALSE	0.0115917642384725
31476455	62	Day17a_QCcontig1	1051	11700	K	MFS_1|MFS_1	TRUE	FALSE	NA	NA	Narrow	FALSE	0.032017574610297
36056680	63	Day17a_QCcontig1	1051	47	K	MFS|MFS	FALSE	FALSE	NA	NA	NA	FALSE	0.000607632802823155
39483556	64	Day17a_QCcontig1	1051	3	K	TraX	FALSE	FALSE	NA	NA	NA	FALSE	0.000257075416579027
24838428	65	Day17a_QCcontig1	1051	866	K	ABC_cobalt	FALSE	FALSE	NA	NA	Broad	FALSE	0.00175278693122064
24650608	66	Day17a_QCcontig1	1051	1246	K	ABC_tran|ABC_tran	FALSE	FALSE	NA	NA	Non significant	FALSE	0.00154245249947416
6644387	67	Day17a_QCcontig1	1051	1307	K	CbiQ	FALSE	FALSE	NA	NA	Non significant	FALSE	0.000701114772488256
37924657	68	Day17a_QCcontig1	1051	4	K	TENA_THI-4	FALSE	FALSE	NA	NA	NA	FALSE	0.00105429625724829
36488480	69	Day17a_QCcontig1	1051	12	GU	NA	FALSE	FALSE	NA	NA	NA	FALSE	0.000257075416579027
13436256	70	Day17a_QCcontig1	1051	10200	K	RecR|Toprim_4	TRUE	FALSE	NA	NA	Broad	FALSE	0.0659281591063124
13459085	71	Day17a_QCcontig1	1051	31338	K	DUF488|Thymidylate_kin	FALSE	FALSE	NA	NA	Broad	FALSE	0.13113183294772
37935232	72	Day17a_QCcontig1	1051	5	K	NA	TRUE	FALSE	NA	NA	NA	FALSE	NA
37510772	73	Day17a_QCcontig1	1051	15	K	DNA_pol3_delta2	FALSE	FALSE	NA	NA	NA	FALSE	NA
24070796	74	Day17a_QCcontig1	1051	6737	K	PSP1	TRUE	FALSE	NA	NA	Broad	FALSE	0.0472083946808759
24803205	75	Day17a_QCcontig1	1051	636	K	YabB	TRUE	FALSE	NA	NA	NA	FALSE	0.00222019677954614
33744098	76	Day17a_QCcontig1	1051	1205	K	TP_methylase	FALSE	FALSE	NA	NA	NA	FALSE	0.0195611021524224
28238478	77	Day17a_QCcontig1	1051	983	K	ABC_tran	FALSE	FALSE	NA	NA	NA	FALSE	0.0124564724578747
38230645	78	Day17a_QCcontig1	1051	45	K	UPF0014	FALSE	FALSE	NA	NA	NA	FALSE	0.00219682628712987
13037259	79	Day17a_QCcontig1	1051	22629	K	IMS_C|IMS	TRUE	FALSE	NA	NA	Broad	FALSE	0.0734067166795204
1010485	80	Day17a_QCcontig1	1051	4674	K	Fer4_12	FALSE	FALSE	NA	NA	Broad	FALSE	0.011381429806726
59735	81	Day17a_QCcontig1	1051	5823	K	ATP-cone|NRDD	TRUE	FALSE	NA	NA	Broad	FALSE	0.018345836546776
24745875	82	Day17a_QCcontig1	1051	161	DISC	NA	FALSE	FALSE	NA	NA	NA	FALSE	NA
33014029	83	Day17a_QCcontig1	1051	85	GU	NA	FALSE	FALSE	NA	NA	NA	FALSE	0.000444039355909229
26904847	84	Day17a_QCcontig1	1051	165	DISC	NA	FALSE	FALSE	NA	NA	NA	FALSE	NA
29064660	85	Day17a_QCcontig1	1051	4515	K	AMP-binding_C|AMP-binding	TRUE	FALSE	NA	NA	Broad	FALSE	0.0079225969291173
40020631	86	Day17a_QCcontig1	1051	25	K	MBOAT	FALSE	FALSE	NA	NA	NA	FALSE	0.00102830166631611
37582886	87	Day17a_QCcontig1	1051	4	K	PP-binding_2	FALSE	FALSE	NA	NA	NA	FALSE	NA
5433270	88	Day17a_QCcontig1	1051	2107	K	DltD	FALSE	FALSE	NA	NA	Broad	FALSE	0.00217345579471359
6826489	89	Day17a_QCcontig1	1051	14230	K	Peptidase_M42|Ribosomal_S5_C	TRUE	FALSE	NA	NA	Broad	FALSE	0.0609268737292295
35502519	90	Day17a_QCcontig1	1051	73	GU	NA	FALSE	FALSE	NA	NA	NA	FALSE	NA
39543575	91	Day17a_QCcontig1	1051	25	K	Lactamase_B_2	FALSE	FALSE	NA	NA	NA	FALSE	0.000958190189067284
38066942	92	Day17a_QCcontig1	1051	3	GU	NA	FALSE	TRUE	Aerococcus urinaehominis	Species	NA	FALSE	NA
36590633	93	Day17a_QCcontig1	1051	97	K	Methyltransf_3	FALSE	FALSE	NA	NA	NA	FALSE	0.003690036900369
36878115	94	Day17a_QCcontig1	1051	41	K	AhpC-TSA	FALSE	FALSE	NA	NA	NA	FALSE	0.00909330521876647
15860435	95	Day17a_QCcontig1	1051	1629	K	Pyr_redox_2|Thioredoxin_3	TRUE	FALSE	NA	NA	NA	FALSE	0.00570240014957115
36237827	96	Day17a_QCcontig1	1051	2	GU	NA	TRUE	FALSE	NA	NA	NA	FALSE	NA
4473948	97	Day17a_QCcontig1	1051	318	K	RNase_T	FALSE	FALSE	NA	NA	NA	FALSE	0.00444039355909229
719026	98	Day17a_QCcontig1	1051	23147	K	Exo_endo_phos|LexA_DNA_bind	FALSE	FALSE	NA	NA	Broad	FALSE	0.0635443688798523
8056889	99	Day17a_QCcontig1	1051	727	K	GFO_IDH_MocA	FALSE	FALSE	NA	NA	NA	FALSE	0.00493117389983407
4268372	100	Day17a_QCcontig1	1051	28099	K	FAD_binding_4|MurB_C	TRUE	FALSE	NA	NA	Broad	FALSE	0.106031924092641
36488079	101	Day17a_QCcontig1	1051	4	GU	NA	FALSE	FALSE	NA	NA	NA	FALSE	0.000163593446913926
40423575	102	Day17a_QCcontig1	1051	1	GU	NA	FALSE	FALSE	NA	NA	NA	TRUE	NA
26085127	103	Day17a_QCcontig1	1051	539	KWP	NA	FALSE	FALSE	NA	NA	NA	FALSE	0.00229030825679497
2266258	104	Day17a_QCcontig1	1051	2653	K	Ribosomal_L33	FALSE	FALSE	NA	NA	Broad	FALSE	0.0200285120007479
37938919	105	Day17a_QCcontig1	1051	135	K	SecE	FALSE	FALSE	NA	NA	NA	FALSE	NA
30097802	106	Day17a_QCcontig1	1051	1558	K	NusG|SecE	FALSE	FALSE	NA	NA	NA	FALSE	0.00983897730725186
36034909	107	Day17a_QCcontig1	1051	93	GU	NA	FALSE	FALSE	NA	NA	NA	FALSE	NA
15250690	108	Day17a_QCcontig1	1051	153	K	HTH_6|SIS	FALSE	FALSE	NA	NA	NA	FALSE	0.00144897052980906
12276263	109	Day17a_QCcontig1	1051	14156	K	Glycos_transf_2|SBP_bac_5	FALSE	FALSE	NA	NA	Broad	FALSE	0.0425342961976209
33544288	110	Day17a_QCcontig1	1051	44	K	Peptidase_M42	FALSE	FALSE	NA	NA	NA	FALSE	0.00198649185538339
26808569	111	Day17a_QCcontig1	1051	206	K	Peptidase_M55	FALSE	FALSE	NA	NA	NA	FALSE	0.00525836079366192
749627	112	Day17a_QCcontig1	1051	8246	K	SDH_alpha|SDH_beta	FALSE	FALSE	NA	NA	Broad	FALSE	0.0306620860501531
38262238	113	Day17a_QCcontig1	1051	808	K	SDH_alpha|SDH_beta	FALSE	FALSE	NA	NA	NA	FALSE	0.0114749117763911
35769023	114	Day17a_QCcontig1	1051	12	K	ABC_tran|ABC_tran	FALSE	FALSE	NA	NA	NA	FALSE	0.000467409848325504
20386094	115	Day17a_QCcontig1	1051	7039	DISC	NA	FALSE	FALSE	NA	NA	NA	FALSE	0.17053241960991
20482420	116	Day17a_QCcontig1	1051	6293	K	Ribosomal_L1	FALSE	FALSE	NA	NA	NA	FALSE	0.0588936408890135
26259199	117	Day17a_QCcontig1	1051	16216	K	Ribosomal_L10|Ribosomal_L10	FALSE	FALSE	NA	NA	Broad	FALSE	0.0695272149384187
3045545	118	Day17a_QCcontig1	1051	55522	K	Ribosomal_L12_N|Ribosomal_L12	TRUE	FALSE	NA	NA	Broad	FALSE	0.146112318586553
36969980	119	Day17a_QCcontig1	1051	3	K	Gram_pos_anchor	FALSE	FALSE	NA	NA	NA	FALSE	0.000140222954497651
40423766	120	Day17a_QCcontig1	1051	1	K	NA	FALSE	FALSE	NA	NA	NA	TRUE	NA
37055100	121	Day17a_QCcontig1	1051	2	K	NA	TRUE	FALSE	NA	NA	NA	FALSE	NA
39720072	122	Day17a_QCcontig1	1051	15	K	Bgal_small|Glyco_hydro|Glyco_hydro	FALSE	FALSE	NA	NA	NA	FALSE	0.00154245249947416
7048052	123	Day17a_QCcontig1	1051	4747	K	Transgly_assoc	FALSE	FALSE	NA	NA	Broad	FALSE	0.00271097712028792
19064165	124	Day17a_QCcontig1	1051	17663	K	TRAM|tRNA_U5-meth_tr	TRUE	FALSE	NA	NA	Broad	FALSE	0.06606838206081
36090288	125	Day17a_QCcontig1	1051	23	K	RecX	FALSE	FALSE	NA	NA	NA	FALSE	NA
29738753	126	Day17a_QCcontig1	1051	16888	K	HhH-GPD|NUDIX_4	FALSE	FALSE	NA	NA	Broad	FALSE	0.0604828343733202
36845052	127	Day17a_QCcontig1	1051	11	K	LytR_cpsA_psr	FALSE	FALSE	NA	NA	NA	FALSE	0.000280445908995303
33013934	128	Day17a_QCcontig1	1051	30	GU	NA	FALSE	TRUE	Enterococcaceae	Family	NA	FALSE	0.000163593446913926
37926057	129	Day17a_QCcontig1	1051	5	GU	NA	FALSE	FALSE	NA	NA	NA	FALSE	0.000233704924162752
39476231	130	Day17a_QCcontig1	1051	11	K	NUDIX	FALSE	FALSE	NA	NA	NA	FALSE	0.000257075416579027
16152470	131	Day17a_QCcontig1	1051	5485	K	LepA_C|TelA	FALSE	FALSE	NA	NA	Broad	FALSE	0.0216177054850546
37210054	132	Day17a_QCcontig1	1051	149	K	Halogen_Hydrol	FALSE	FALSE	NA	NA	NA	FALSE	NA
8448962	133	Day17a_QCcontig1	1051	1641	K	NUDIX	FALSE	FALSE	NA	NA	Broad	FALSE	0.0081095608684475
35502518	134	Day17a_QCcontig1	1051	88	GU	NA	FALSE	TRUE	Enterococcaceae	Family	NA	FALSE	NA
25729875	135	Day17a_QCcontig1	1051	5095	K	PNP_UDP_1	FALSE	TRUE	GW2011-AR9 sp1	Species	Broad	FALSE	0.0226226366589544
37796043	136	Day17a_QCcontig1	1051	64	K	GIY-YIG	FALSE	FALSE	NA	NA	NA	FALSE	0.0051396942540854
34619893	137	Day17a_QCcontig1	1051	19	K	Methyltransf_31	FALSE	FALSE	NA	NA	NA	FALSE	0.000934819696651008
36090312	138	Day17a_QCcontig1	1051	9	K	Acyltransferase	FALSE	FALSE	NA	NA	NA	FALSE	0.00105429625724829
14756619	139	Day17a_QCcontig1	1051	7839	K	Metallophos|SbcD_C	FALSE	FALSE	NA	NA	Broad	FALSE	0.0268293252938839
38340393	140	Day17a_QCcontig1	1051	100	K	AAA|SbcCD	FALSE	FALSE	NA	NA	NA	FALSE	0.000701114772488256
10449018	141	Day17a_QCcontig1	1051	3162	K	Helicase_C|SNF2_assoc|SNF2_N	TRUE	FALSE	NA	NA	Broad	FALSE	0.00920797401201243
36489071	142	Day17a_QCcontig1	1051	10	GU	NA	FALSE	FALSE	NA	NA	NA	FALSE	0.000350557386244128
35502517	143	Day17a_QCcontig1	1051	5	GU	NA	FALSE	FALSE	NA	NA	NA	FALSE	0.000140222954497651
35502516	144	Day17a_QCcontig1	1051	14	K	Gram_pos_anchor	FALSE	FALSE	NA	NA	NA	FALSE	0.000186963939330202
36488545	145	Day17a_QCcontig1	1051	31	K	WxL	FALSE	FALSE	NA	NA	NA	FALSE	0.000327186893827853
36487413	146	Day17a_QCcontig1	1051	551	K	WxL	FALSE	FALSE	NA	NA	NA	FALSE	0.00421718502899315
36840677	147	Day17a_QCcontig1	1051	18	GU	NA	FALSE	FALSE	NA	NA	NA	FALSE	0.000560891817990605
9874788	148	Day17a_QCcontig1	1051	978	K	ABC_tran|HAD_2	FALSE	TRUE	Methanosarcina vacuolata	Species	NA	FALSE	0.00315501647619715
34609002	149	Day17a_QCcontig1	1051	2	K	NA	TRUE	FALSE	NA	NA	NA	FALSE	NA
33125911	150	Day17a_QCcontig1	1051	8	K	tRNA-synt_1b	FALSE	FALSE	NA	NA	NA	FALSE	0.00210334431746477
33838295	151	Day17a_QCcontig1	1051	5	K	ArsC	FALSE	FALSE	NA	NA	NA	FALSE	0.000186963939330202
39302709	152	Day17a_QCcontig1	1051	11	K	MecA	FALSE	FALSE	NA	NA	NA	FALSE	0.000233704924162752
38821288	153	Day17a_QCcontig1	1051	30	K	CoiA	FALSE	TRUE	Enterococcaceae	Family	NA	FALSE	0.000163593446913926
37243908	154	Day17a_QCcontig1	1051	2	K	NA	TRUE	FALSE	NA	NA	NA	FALSE	0.00250395361096468
20808486	155	Day17a_QCcontig1	1051	94	K	HTH_3	FALSE	FALSE	NA	NA	NA	FALSE	0.000490780340741779
36111063	156	Day17a_QCcontig1	1051	80	K	Thioredoxin_5	FALSE	FALSE	NA	NA	NA	FALSE	NA
25511770	157	Day17a_QCcontig1	1051	2133	K	CYTH	FALSE	FALSE	NA	NA	Broad	FALSE	0.00257075416579027
39718014	158	Day17a_QCcontig1	1051	59	K	RelA_SpoT	FALSE	FALSE	NA	NA	NA	FALSE	0.00130874757531141
7267104	159	Day17a_QCcontig1	1051	5058	K	NAD_kinase	FALSE	FALSE	NA	NA	Broad	FALSE	0.0139521839725163
18133502	160	Day17a_QCcontig1	1051	2795	K	PseudoU_synth_2	FALSE	FALSE	NA	NA	Broad	FALSE	0.0102830166631611
32756627	161	Day17a_QCcontig1	1051	7	K	MgtE|MgtE	FALSE	FALSE	NA	NA	NA	FALSE	0.000327186893827853
16692714	162	Day17a_QCcontig1	1051	3205	K	CutC|DUF1304	FALSE	FALSE	NA	NA	Broad	FALSE	0.00465072799083877
38171154	163	Day17a_QCcontig1	1051	206	K	Methyltransf_31	FALSE	FALSE	NA	NA	NA	FALSE	0.00962045334739062
29807656	164	Day17a_QCcontig1	1051	24580	K	DAGK_prokar|SpoU_methylase	TRUE	FALSE	NA	NA	Broad	FALSE	0.0662319755077239
10307473	165	Day17a_QCcontig1	1051	2622	K	His_Phos_1|PRA-PH	FALSE	FALSE	NA	NA	Broad	FALSE	0.00348220337002501
15696907	166	Day17a_QCcontig1	1051	5092	K	AAA_30|HHH_4|UvrD_C_2	FALSE	FALSE	NA	NA	Broad	FALSE	0.0154011545023254
36205477	167	Day17a_QCcontig1	1051	2	K	NA	TRUE	FALSE	NA	NA	NA	FALSE	NA
25425405	168	Day17a_QCcontig1	1051	1023	K	QueT	FALSE	FALSE	NA	NA	NA	FALSE	0.00350557386244128
380757	169	Day17a_QCcontig1	1051	3090	K	FemAB	FALSE	FALSE	NA	NA	Broad	FALSE	0.00803900896151819
37798957	170	Day17a_QCcontig1	1051	8	K	ECF_trnsprt	FALSE	FALSE	NA	NA	NA	FALSE	0.000350557386244128
35138960	171	Day17a_QCcontig1	1051	20	K	Flavoprotein	FALSE	FALSE	NA	NA	NA	FALSE	0.00123863609806259
32210178	172	Day17a_QCcontig1	1051	3656	K	DFP|DFP	TRUE	FALSE	NA	NA	Broad	FALSE	0.00364579681693893
17030249	173	Day17a_QCcontig1	1051	7396	K	ADH_zinc_N	FALSE	FALSE	NA	NA	Broad	FALSE	0.0307789385122345
37211232	174	Day17a_QCcontig1	1051	249	K	Cupin|HTH	FALSE	FALSE	NA	NA	NA	FALSE	0.0131787032156036
36220743	175	Day17a_QCcontig1	1051	1621	K	ABC_tran|TOBE	FALSE	FALSE	NA	NA	NA	FALSE	0.0933052187664734
34198661	176	Day17a_QCcontig1	1051	52	K	BPD_transp_1	FALSE	FALSE	NA	NA	NA	FALSE	0.00116852462081376
22781584	177	Day17a_QCcontig1	1051	22948	K	BPD_transp_1	FALSE	FALSE	NA	NA	Broad	FALSE	0.0687326181962654
19875751	178	Day17a_QCcontig1	1051	15754	K	SBP_bac_6|SBP_bac_8	FALSE	FALSE	NA	NA	Broad	FALSE	0.0501998177101592
38401672	179	Day17a_QCcontig1	1051	8	K	SNARE_assoc	FALSE	FALSE	NA	NA	NA	FALSE	0.000186963939330202
7434266	180	Day17a_QCcontig1	1051	3014	K	GntP_permease|Na_H_antiport_2	FALSE	FALSE	NA	NA	Broad	FALSE	0.00916123302717988
30643857	181	Day17a_QCcontig1	1051	23448	K	Acyltransferase|Gly_kinase	TRUE	FALSE	NA	NA	Broad	FALSE	0.0645025590689196
2318073	182	Day17a_QCcontig1	1051	212	DISC	NA	FALSE	FALSE	NA	NA	NA	FALSE	NA
37975725	183	Day17a_QCcontig1	1051	212	K	DAGK_cat	FALSE	FALSE	NA	NA	NA	FALSE	0.0115972588297312
38317292	184	Day17a_QCcontig1	1051	96	GU	NA	FALSE	FALSE	NA	NA	NA	FALSE	0.000701114772488256
38184540	185	Day17a_QCcontig1	1051	3	K	NA	TRUE	FALSE	NA	NA	NA	FALSE	0.00105429625724829
19849346	186	Day17a_QCcontig1	1051	11384	K	ABC_tran|oligo_HPY	FALSE	FALSE	NA	NA	Broad	FALSE	0.0513683423309729
39599351	187	Day17a_QCcontig1	1051	7	GU	NA	FALSE	FALSE	NA	NA	NA	FALSE	0.000327186893827853
16385662	188	Day17a_QCcontig1	1051	6525	K	HTH_3	FALSE	FALSE	NA	NA	Broad	FALSE	0.0247493514688354
34630275	189	Day17a_QCcontig1	1051	3	K	TrkA_C	FALSE	FALSE	NA	NA	NA	FALSE	0.000163593446913926
4426646	190	Day17a_QCcontig1	1051	20574	K	ABC_tran|ABC_tran|ABC_tran_Xtn	TRUE	FALSE	NA	NA	Broad	FALSE	0.0881301269017738
6793285	191	Day17a_QCcontig1	1051	7330	K	CoA_binding|Put_DNA-bind_N	FALSE	FALSE	NA	NA	Broad	FALSE	0.0394493911986726
2173507	192	Day17a_QCcontig1	1051	146	DISC	NA	FALSE	FALSE	NA	NA	NA	FALSE	NA
38819638	193	Day17a_QCcontig1	1051	51	GU	NA	FALSE	FALSE	NA	NA	NA	FALSE	0.000280445908995303
27547861	194	Day17a_QCcontig1	1051	59337	K	Cpn10|Gp_dh_N	FALSE	FALSE	NA	NA	Broad	FALSE	0.14405571525392
33390016	195	Day17a_QCcontig1	1051	21	K	Cpn60_TCP1	FALSE	FALSE	NA	NA	NA	FALSE	0.00296805253686695
38886163	196	Day17a_QCcontig1	1051	2	K	NA	TRUE	FALSE	NA	NA	NA	FALSE	NA
35502513	197	Day17a_QCcontig1	1051	3	GU	NA	FALSE	TRUE	Enterococcus faecalis	Species	NA	FALSE	0.000140222954497651
36237826	198	Day17a_QCcontig1	1051	48	K	Glucosaminidase|LysM	FALSE	FALSE	NA	NA	NA	FALSE	NA
38819866	199	Day17a_QCcontig1	1051	20	K	GtrA	FALSE	FALSE	NA	NA	NA	FALSE	0.000677744280071981
29426449	200	Day17a_QCcontig1	1051	14695	K	TfoX_C|TfoX_N	FALSE	FALSE	NA	NA	Broad	FALSE	0.0474888405898712
38607187	201	Day17a_QCcontig1	1051	8	K	NAD_synthase	FALSE	FALSE	NA	NA	NA	FALSE	0.000327186893827853
39221353	202	Day17a_QCcontig1	1051	151	K	E1-E2_ATPase|Hydrolase	FALSE	FALSE	NA	NA	NA	FALSE	0.00345883287760873
24492783	203	Day17a_QCcontig1	1051	64	DISC	NA	FALSE	FALSE	NA	NA	NA	FALSE	NA
37141414	204	Day17a_QCcontig1	1051	219	K	Acetyltransf_CG	FALSE	FALSE	NA	NA	NA	FALSE	NA
